"s","o"
"http://dbpedia.org/resource/Nadyby","Nadyby (Ukrainian: Нади́би) – village (selo) in the Staryi Sambir Raion, Lviv Oblast, of western Ukraine.The village is small and has an area of 1,959 km2 and is currently living in the village of about 1197 persons.Local government is administered by Susidovytska village council."
"http://dbpedia.org/resource/Nagarukhra","Nagarukhra (Bengali: নগরউখড়া) is a town located in the Kalyani subdivision at the edge of the Nadia District in West Bengal, India.Nagarukhra is located in the UTC 5.30 time zone and follows Indian standard time (IST)."
"http://dbpedia.org/resource/Nava_Sudasana","Nava sudasana is a village situated in Satlasana Taluka, Mehsana district in the Indian state of Gujarat, India. The population of village is around 6500. The Aravalli Range passes through the Nava Sudasana. Recently they have built A Big Temple of their Goddess in Nava Sudasana. The name of Goddess is Harsiddhi Mataji. She is their Kuldevi(Ancestry Goddess). The Temple is really very beautiful and on the peak of hillside.Nava Sudasana on Wikimapia"
"http://dbpedia.org/resource/Nizhny_Odes","Nizhny Odes (Russian: Ни́жний О́дес; Komi: Улыс Одес) is an urban locality (an urban-type settlement) under the administrative jurisdiction of the town of republic significance of Sosnogorsk in the Komi Republic, Russia. As of the 2010 Census, its population was 9,680."
"http://dbpedia.org/resource/North_Musi_Rawas_Regency","North Musi Rawas Regency (or Musi Rawas Utara abbreviation Muratara) is a regency of South Sumatra Province, Indonesia. It takes its name from the two main river which stream that area, Musi River and Rawas River. Rupit is the capital of this regency. The regency borders Jambi province to the north, Musi Banyuasin Regency to the east, Musi Rawas Regency to the south, and Bengkulu province to the west."
"http://dbpedia.org/resource/Närsholmen","Närsholmen is a peninsula and a nature reserve on the southeast coast of Gotland, Sweden, adjacent the village of När. The landscape is savanna-like and has a rich birdlife, about 45 species has been spotted, and a number of orchids. In the late part of summer, the peninsula is covered with echium vulgare. The reserve was established in 1986. It was also designated as a Natura 2000 area.The När Lighthouse is situated on the southern tip of the peninsula. The lighthouse played a role during the end of World War II when it was used as a beacon for refugees from the Baltic states crossing the Baltic Sea to Gotland.Närsholmen was an island until the 18th century. During the Middle Ages and until the 16th century, the island was used as grazing grounds for the livestock of the Roma Abbey. The area was confiscated from the abbey by the Swedish government during the Swedish Reformation and is still used for grazing.Närsholmen is most noted for being the location where film-maker Andrei Tarkovsky filmed the last scene of his last film, The Sacrifice."
"http://dbpedia.org/resource/Opichén_Municipality","Opichén Municipality (Yucatec Maya: ""inside the cave or the well"") is one of the 106 municipalities in the Mexican state of Yucatán containing (268.25 km2) of land and is located roughly 75 kilometres (47 mi) south of the city of Mérida."
"http://dbpedia.org/resource/Oto-Awori","Oto-Awori is a suburban community and a local government development council area located along the Lagos-Badagry Expressway in Ojo, local government area of Lagos State."
"http://dbpedia.org/resource/Padwa_block","Pandwa (Hindi: पांडवा) is one of the administrative blocks of Palamu district, Jharkhand state, India. The Pandwa block has 8,985 households with aggregate population of 46,957. The block has 8 panchayats and about 34 villages."
"http://dbpedia.org/resource/Paina","Paina (Hindi: पैना, Bhojpuri: पैना) is a village and Nyaya Panchayat situated along the bank of Sarayu(Ghaghra) river in the eastern part of the state of Uttar Pradesh in India. It comes under administration of Deoria District and Gorakhpur Division. It is located 33 km towards South from District headquarters Deoria and 340 km from State capital Lucknow.Deubari (4 km), Telia Afgan (4 km), Nadua (4 km), Akuba (5 km), Gopalapar (5 km) are the nearby Villages to Paina. Paina is surrounded by Bhagalpur Tehsil towards South, Salempur Tehsil towards East, Bhaluani Tehsil towards North, Fatehpur Madaun Tehsil towards South. Lar, Rudrapur, Deoria, Adari are the nearby Cities to Paina.Satraon and Sisai Gulabrai Railway Stations of North Eastern Railway Zone are the very nearby railway stations to Paina.It is located at the border of the Deoria District, Ballia District and Mau District."
"http://dbpedia.org/resource/Parinirvana_Stupa","Parinirvana Stupa is a Buddhist temple in Kushinagar, India which said to be death place of Gautam Buddha, the founder of Buddhism.  Alexander Cunningham gains the most attention for his work in the area, because he conclusively proved that Gautama Buddha had died in the area. The present temple was built by the Indian Government in 1956 as part of the commemoration of the 2,500th year of the Mahaparinivana or 2500 BE (Buddhist Era). Inside this temple, there is Reclinging Buddha image lying on its right side with the head to the north. The statue is 6.1 m long and rests on a stone couch."
"http://dbpedia.org/resource/Pipra_block","Pipra Block is one of the administrative blocks of Palamu district, Jharkhand state, India."
"http://dbpedia.org/resource/Poovankurichi","Poovankurichi (Tamil: பூவன்குறிச்சி) is a hamlet situated in the district of Tirunelveli near Ambasamudram, Tamil Nadu, India. Poovan means wind and kurichi means mountain or a place located near a mountain. The spoken language in this area is Tamil."
"http://dbpedia.org/resource/Poroszló","Poroszló is a village in Heves County,  Northern Hungary Region, Hungary."
"http://dbpedia.org/resource/Prince_Mahidol_Hall","Prince Mahidol Hall (Thai: มหิดลสิทธาคาร Mahidol Sittha-kharn) is a concert hall of Mahidol University and the largest concert hall of Thailand, located in Phutthamonthon District, Nakhon Pathom.The hall opened on April 14, 2014 with a performance by the Thailand Philharmonic Orchestra. The hall was also chosen by Tokyo Philharmonic Orchestra on its 100th Anniversary World Tour 2014 list. The architecture concept based on physical structure of human and plant. The roof has two layers in order to cut off a noise from outside, the inner layer covered with a distinctive material, the outer layer covered with copper."
"http://dbpedia.org/resource/RobatMorad","Robat-e Morad (Persian: رباطمراد‎‎, also Romanized as Robāţ-e Morād; also known as Robāt Murad, Shahkoobeh, Shahkūbeh, Shahkūyeh, and Shāku) is a village in Galehzan Rural District, in the Central District of Khomeyn County, Markazi Province, Iran. At the 2006 census, its population was 1,738, in 555 families."
"http://dbpedia.org/resource/Río_Lagartos_Municipality","Río Lagartos Municipality (Spanish language: ""river of alligators"") is one of the 106 municipalities in the Mexican state of Yucatán containing (249.09 km2) of land and is located roughly 215 kilometres (134 mi) northeast of the city of Mérida."
"http://dbpedia.org/resource/Saadi_Town","Saadi Town (Urdu:  سعدی ٹاؤن  ‎) is a new residential neighbourhood of Gadap Town in Karachi, Sindh, Pakistan. Saadi Town is named after famous Persian poet Shaikh Saadi who wrote Bostan and Gulistan.There are several ethnic groups in Saadi Town including Muhajirs, Sindhis, Punjabis, Kashmiris, Seraikis, Pakhtuns, Balochis, Memons, Bohras,  Ismailis, etc. Over 99% of the population is Muslim. The population of Gadap Town is estimated to be nearly one million."
"http://dbpedia.org/resource/Sacalum_Municipality","Sacalum Municipality (In the Yucatec Maya Language: “white earth"") is one of the 106 municipalities in the Mexican state of Yucatán containing (205.66 km2) of land and is located roughly 75 km south of the city of Mérida."
"http://dbpedia.org/resource/Sacred_Heart_Basilica,_Timaru","The Sacred Heart Basilica or Timaru Basilica, as it is popularly known because of its style of architecture, is a Catholic church in Timaru, New Zealand. It was designed by the prominent New Zealand architect, Francis Petre and is one of his most celebrated works. Its great size and beauty make it one of the most important historic buildings of Timaru and of the South Canterbury region. The Basilica's twin towers and copper cupola are highly visible features of the Timaru skyline, especially from the south. The Basilica is also one of the ""most noteworthy examples of ecclesiastical architecture"" in the New Zealand with elements of ""Roman and Byzantine architecture with touches of Art Nouveau decoration."" It is a registered historic place, category 1."
"http://dbpedia.org/resource/Sadra,_Fars","Sadra (Persian: صدرا‎‎, is a city in Central District, Shiraz County, Fars Province, Iran.  At the 2011 census, its population was 39,979, in 1,333 families."
"http://dbpedia.org/resource/Sadullahpur","Sadullahpur is village in Bihar in Vaishali district. It is located around 5 kilometer far from the nearest town Lalganj. The name of its Panchayat is on the name of village Sadullahpur. The village is not so big according to geographical area. It is expected to be about 650 acres of land acquired by the village. North border is shared by Hussaina and Amritpur whereas South border is shared by Jaitipur and Sarariya.  The village is having its own Post Office with Pin Code  844121.The village also have a primary school राजकीय प्राथमिक विद्यालय, सदुल्लाहपुर(for which land acquisition was with the donation by the first Mukhiya of this Panchayat Sri Suresh Prasad Singh) as well as a सरस्वती शिशु मंदिर, सदुल्लाहपुर(for which many people from the village as well as from outside the village has helped). The village comes under Lalganj Vidhan Shabha Constituency No. 124 and its Lokshabha constituency is Hajipur. This village is the motherland of the renowned urologist of Patna Dr. Akhileshwar Prasad Sinha. In past the village had played a very crucial role during the election time due to influential person in the village like Suresh Prasad Singh a very close friend of Veteran Congress leader Laliteshwar Prasad Shahi. During the formation of Panchayat Sri Suresh Prasad Singh was nominated 2 times for Mukhiya due his honesty and popularity in the peoples. He also own so much of land in his village. Bhumihar is the major caste in this village including this some other caste are also in the village.Peoples of this village are mostly dependent on agriculture for their survival. There are many government employees also in this village from the various government departments."
